DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
264,scopus2687,validamycin,2.5,LC50,0.68,2.58,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",validamycin nano,2.5,LC50,0.55,1.97,CI_95,12,25,"4 replicates, 25 individuals, repeated 3 times.",NA,scopus2687_ai_d,scopus2687_form_d,scopus2687_4,1,Drosophila melanogaster,fruit fly,wild Canton-S,Insecta,Arthropoda,Animalia,Terrestrial,larvae,240,fungicide,YES,NO,NA,oral-food,chronic,NA,NA,fed,third instar,NO,NA,NA,NO,nanoparticles,UNSURE,NA,2022,NA
265,wos353,imidacloprid,97.9,LC50,16.5,29.8,CI_95,5,20,"5 containers, 20 daphnids",Confidor,38,LC50,6,10,CI_95,5,20,"5 containers, 20 daphnids",probit,wos353_ai_a,wos353_form_a,wos353_1,1,Daphnia magna,water flea,NA,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,24,insecticide,NO,NO,NA,environmental,acute,21,NA,NA,24,YES,NA,NA,NO,soluble concentrate,YES,NA,2009,sample size was unclear but I think the extracted values are correct
266,wos353,imidacloprid,56.6,LC50,22.2,20.6,CI_95,5,20,"5 containers, 20 daphnids",Confidor,30,LC50,2,14,CI_95,5,20,"5 containers, 20 daphnids",probit,wos353_ai_a,wos353_form_a,wos353_1,1,Daphnia magna,water flea,NA,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,21,NA,NA,24,YES,NA,NA,NO,soluble concentrate,YES,NA,2009,sample size was unclear but I think the extracted values are correct
267,wos353,imidacloprid,61.9,IC50,0,0.1,CI_95,2,2,"2 trials, 2 replicates",Confidor,56,IC50,26,26,CI_95,2,2,"2 trials, 2 replicates",linear regression,wos353_ai_c,wos353_form_c,wos353_2,1,Aliivibrio fischeri ,NA,NA,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,insecticide,NO,NO,NA,environmental,acute,15,NA,NA,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,2009,"odd way of calculating CIs, See ai. "
268,wos353,imidacloprid,241,LC50,17,16,CI_95,6,7,"6 vessels, 7 fish",Confidor,214,LC50,12,16,CI_95,6,7,"6 vessels, 7 fish",probit,wos353_ai_d,wos353_form_d,wos353_3,1,Danio rerio,zebrafish,Hamilton Buchanan,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,21,8.4,NA,NA,YES,NA,140,NO,soluble concentrate,YES,NA,2009,NA
269,wos24,MCPA + dicamba,0.00000436,EC50,0.00000073,0.00000087,CI_95,2,2,duplicate x 2 occasions,Bindii and Clover Weeder,0.0000046,EC50,0.00000092,0.00000116,CI_95,2,2,duplicate x 2 occasions,log-logistic concentration-effect curve,wos24_ai_a,wos24_form_a,wos24_1,1,Photobacterium leiognathi,NA,NA,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,NO,NA,NA,NO,liquid formulation,YES,NA,2018,used M so could compare between either AI and formulation or AI mixture and formulation. Could not extract some effect sizes because mixture of AIs included an additive too. Pyrethrum effect sizes could not be extracted because household product M values is sum of pyrethrum and PBO. Have to read reference cited on blt-screen method to realise that there is a duplicate on the plate (figure 1 of A sensitive and high throughput bacterial luminescence assay for assessing aquatic toxicity – the BLT-Screen). Then in the method text it says the assay was repeated on two occasion. This appears to be 2x2 then.
270,wos24,diazinon,0.002,EC50,0.001996,0.0893,CI_95,2,2,duplicate x 2 occasions,Crawly Cruncher,0.00011,EC50,0.000032,0.000045,CI_95,2,2,duplicate x 2 occasions,log-logistic concentration-effect curve,wos24_ai_c,wos24_form_c,wos24_3,1,Photobacterium leiognathi,NA,NA,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,insecticide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,NO,NA,NA,NO,ready to use,YES,NA,2018,used M so could compare between either AI and formulation or AI mixture and formulation. Could not extract some effect sizes because mixture of AIs included an additive too. Have to read reference cited on blt-screen method to realise that there is a duplicate on the plate (figure 1 of A sensitive and high throughput bacterial luminescence assay for assessing aquatic toxicity – the BLT-Screen). Then in the method text it says the assay was repeated on two occasion. This appears to be 2x2 then.
271,wos24,diazinon,0.000169,EC50,0.000017,0.000019,CI_95,2,2,duplicate x 2 occasions,Crawly Cruncher,0.0000847,EC50,0.0000067,0.0000073,CI_95,2,2,duplicate x 2 occasions,log-logistic concentration-effect curve,wos24_ai_e,wos24_form_e,wos24_5,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,24,insecticide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,NO,NA,NA,NO,ready to use,YES,NA,2018,"used M so could compare between either AI and formulation or AI mixture and formulation. Could not extract some effect sizes because mixture of AIs included an additive too. The sample size is hard to intepret. It states, ""All samples were run independently two to three times"". However, I that is referring to the plate level. Replicates on the plate are not mentioned but I imagine they existed. I think the most likely structure is 2x2. Input."
272,wos290,diuron,78.2,LC50,9,9,SE,3,10,"3 replicates, 10 individuals per replicate",Diuron Nortox 500 SC,73.5,LC50,6.2,6.2,SE,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos290_ai_a,wos290_form_a,wos290_1,1,Paramecium caudatum,NA,Monjolinho Reservoir,Ciliatea ,Ciliophora,Chromista,Aquatic,NA,4,herbicide,NO,NO,NA,environmental,acute,25,7.75,starved,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2020,values quoted standard deviation for LC50 values. Assume this was referring to SE. Value very close to work in another paper (wos26) performed by the same author.
273,wos290,carbofuran,174.4,LC50,11.6,11.6,SE,3,10,"3 replicates, 10 individuals per replicate",Furadan 350 SC,98,LC50,1.8,1.8,SE,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos290_ai_b,wos290_form_b,wos290_2,1,Paramecium caudatum,NA,Monjolinho Reservoir,Ciliatea ,Ciliophora,Chromista,Aquatic,NA,4,insecticide,NO,NO,NA,environmental,acute,25,7.75,starved,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2020,values quoted standard deviation for LC50 values. Assume this was referring to SE. Value very close to work in another paper (wos26) performed by the same author.
274,wos290,diuron,8.2,EC50,0.81,0.81,SE,3,5,"3 replicates, 5 individuals per replicate",Diuron Nortox 500 SC,1.1,EC50,0.06,0.06,SE,3,5,"3 replicates, 5 individuals per replicate",three parameter logistic,wos290_ai_c,wos290_form_c,wos290_3,1,Ceriodaphnia silvestrii,NA,Lobo-Broa Reservoir,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,25,7.3,NA,24,YES,NA,44,NO,Aqueous suspension concentrates,YES,NA,2020,NA
275,wos290,carbofuran,0.0098,EC50,0.00006,0.00006,SE,3,5,"3 replicates, 5 individuals per replicate",Furadan 350 SC,0.001,EC50,0.00008,0.00008,SE,3,5,"3 replicates, 5 individuals per replicate",three parameter logistic,wos290_ai_d,wos290_form_d,wos290_4,1,Ceriodaphnia silvestrii,NA,Lobo-Broa Reservoir,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,25,7.3,NA,24,YES,NA,44,NO,Aqueous suspension concentrates,YES,NA,2020,NA
276,wos194,"2,4-Dichlorophenoxyacetic acid",>100,LD50,NA,NA,NA,11,1,11 individuals housed separately,"2,4-Dichlorophenoxyacetic acid formulation",>100,LD50,NA,NA,NA,10,1,10 individuals housed separately,NA,wos194_ai_a,wos194_form_a,wos194_1,1,Mus musculus,mouse,ICR/Jcl,Mammalia,Chordata,Animalia,Terrestrial,adult,216,herbicide,NO,NO,female,oral-food,chronic,NA,NA,fed,1344,NO,NA,NA,YES,liquid formulation,YES,NA,2007,neither the ai or the formulation had an effect.
277,wos163,cypermethrin,479.7,LC50,157.5,269.7,CI_95,4,5,"4 containers, 5 individuals",Sherpa,175.2,LC50,65.9,39.3,CI_95,4,5,"4 containers, 5 individuals",probit,wos163_ai_a,wos163_form_a,wos163_1,1,Hypsiboas pulchellus,Montevideo tree frog,"la plata province, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,8,NA,25 (gosner stage),NO,NA,215,NO,Emulsifiable concentrate,YES,NA,2010,NA
278,wos292,atrazine,>200,LD50,NA,NA,NA,4,10,"4 replicates, 10 individuals",nano atrazine,118,LD50,50,50,CI_95,4,10,"4 replicates, 10 individuals",Thres2P,wos292_ai_a,wos292_form_a,wos292_1,1,Enchytraeus crypticus,NA,NA,Clitellata,Annelida,Animalia,Terrestrial,adult,672,herbicide,YES,NO,NA,environmental,chronic,20,NA,fed,432,YES,NA,NA,YES,nanoparticles,YES,NA,2019,"could not extract atrazine vs gesaprim because they were tested over different concentration ranges. Also, can't extract atrazine vs nano-ATZ for FLCt test because one has no effect (>200) and the other has an endpoint of 252, even though it was only tested from 0-200. Must have extrapolated but makes comparison not possible. "
279,scopus2715,gamma-cyhalothrin,0.653992395,LC50,0.054752851,0.054752852,SE,2,10,"2 replicates, 10 individuals each",nano gamma-cyhalothrin small fractionation ,0.17794677,LC50,0.033460078,0.033460078,SE,2,10,"2 replicates, 10 individuals each",two parameter logistic,scopus2715_ai_a,scopus2715_form_aa,scopus2715_1,1,Ceriodaphnia dubia,NA,Oregon state university,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,YES,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,nanoparticles,YES,NA,2019,NA
280,scopus2715,gamma-cyhalothrin,0.653992395,LC50,0.054752851,0.054752852,SE,2,10,"2 replicates, 10 individuals each",nano gamma-cyhalothrin large fractionation ,0.574904943,LC50,0.126235741,0.126235741,SE,2,10,"2 replicates, 10 individuals each",two parameter logistic,scopus2715_ai_a,scopus2715_form_ab,scopus2715_2,1,Ceriodaphnia dubia,NA,Oregon state university,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,YES,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,nanoparticles,YES,NA,2019,NA
281,scopus3665,carbaryl,2.5,LC50,0.6,0.7,CI_95,3,10,"3 replicates, 10 individuals per replicate",carbaryl 85% WP,5.7,LC50,0.2,0.2,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,scopus3665_ai_a,scopus3665_form_aa,scopus3665_1,1,Cirrhinus mrigala,NA,"Guntur channel, south india",Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,28,NA,starved,NA,YES,NA,NA,NO,wettable powder,YES,NA,1984,NA
282,scopus3665,carbaryl,2.5,LC50,0.6,0.7,CI_95,3,10,"3 replicates, 10 individuals per replicate",carbaryl 50% WP,5.9,LC50,0.2,0.4,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,scopus3665_ai_a,scopus3665_form_ab,scopus3665_2,1,Cirrhinus mrigala,NA,"Guntur channel, south india",Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,28,NA,starved,NA,YES,NA,NA,NO,wettable powder,YES,NA,1984,NA
283,scopus1816,glyphosate-IPA,>41.48,LC50,NA,NA,NA,3,10,"3 replicates, 10 individuals per replicate",Roundup,1.8,LC50,0.07,0.08,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_ai_a,scopus1816_form_a,scopus1816_1,1,Rana pipiens,NA,Wards Natural Science,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,7.2,NA,25 (gosner stage),YES,NA,NA,YES,soluble concentrate,YES,NA,2012,NA
284,scopus1816,glyphosate-IPA,>41.48,LC50,NA,NA,NA,3,10,"3 replicates, 10 individuals per replicate",Roundup,2.5,LC50,0.12,0.13,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_ai_b,scopus1816_form_b,scopus1816_2,1,Hyla chrysoscelis,NA,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,7.2,NA,25 (gosner stage),YES,NA,NA,YES,soluble concentrate,YES,NA,2012,NA
285,scopus1816,glyphosate-IPA,>41.48,LC50,NA,NA,NA,3,10,"3 replicates, 10 individuals per replicate",Roundup,2.77,LC50,0.11,0.12,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_ai_c,scopus1816_form_c,scopus1816_3,1,Rana catesbeiana,NA,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,7.2,NA,25 (gosner stage),YES,NA,NA,YES,soluble concentrate,YES,NA,2012,NA
286,scopus1816,glyphosate-IPA,>41.48,LC50,NA,NA,NA,3,10,"3 replicates, 10 individuals per replicate",Roundup,4.21,LC50,0.13,0.12,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_ai_d,scopus1816_form_d,scopus1816_4,1,Anaxyrus fowleri,NA,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,7.2,NA,25 (gosner stage),YES,NA,NA,YES,soluble concentrate,YES,NA,2012,NA
287,scopus1816,glyphosate-IPA,>41.48,LC50,NA,NA,NA,3,10,"3 replicates, 10 individuals per replicate",Roundup,4.22,LC50,0.2,0.2,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_ai_e,scopus1816_form_e,scopus1816_5,1,Lithobates clamitans,NA,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,7.2,NA,25 (gosner stage),YES,NA,NA,YES,soluble concentrate,YES,NA,2012,NA
288,scopus3756,endosulfan,4.8,LC50,0.4,0.4,CI_95,2,10,"2 replicates, 10 individuals each",35% EC,2.5,LC50,0.6,0.7,CI_95,2,10,"2 replicates, 10 individuals each",probit,scopus3756_ai_a,scopus3756_form_az,scopus3756_1,1,Channa punctata,NA,Nagarjuna University,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,30,NA,NA,NA,YES,NA,NA,NO,Emulsifiable concentrate,YES,NA,1981,NA
289,scopus3756,endosulfan,4.8,LC50,0.4,0.4,CI_95,2,10,"2 replicates, 10 individuals each",4% dust,16,LC50,1,1,CI_95,2,10,"2 replicates, 10 individuals each",probit,scopus3756_ai_a,scopus3756_form_ab,scopus3756_2,1,Channa punctata,NA,Nagarjuna University,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,30,NA,NA,NA,YES,NA,NA,NO,dustable powder,YES,NA,1981,NA
290,wos172,carbofuran,0.024,LC50,0.003,0.004,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Furadan 350 SC,0.041,LC50,0.01,0.009,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_ai_a,wos172_form_a,wos172_1,1,Strandesia trispinosa,NA,University of Sao Paulo,Ostracoda,Arthropoda,Animalia,Aquatic,adult,48,insecticide,NO,NO,NA,environmental,acute,25,7.5,starved,NA,YES,NA,189.5,NO,Aqueous suspension concentrates,YES,NA,2018,NA
291,wos172,diuron,27.902,LC50,11.838,11.839,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Nortox® 500 SC,10.479,LC50,1.305,1.306,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_ai_b,wos172_form_b,wos172_2,1,Strandesia trispinosa,NA,University of Sao Paulo,Ostracoda,Arthropoda,Animalia,Aquatic,adult,48,herbicide,NO,NO,NA,environmental,acute,25,7.5,starved,NA,YES,NA,189.5,NO,Aqueous suspension concentrates,YES,NA,2018,NA
292,wos172,carbofuran,1.382,LC50,0.101,0.1,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Furadan 350 SC,1.248,LC50,0.039,0.039,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_ai_c,wos172_form_c,wos172_3,1,Allonais inaequalis,NA,UFSCar,Clitellata,Annelida,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,25,7.5,starved,NA,YES,NA,189.5,NO,Aqueous suspension concentrates,YES,NA,2018,NA
293,wos172,diuron,20.277,LC50,0.772,0.763,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Nortox® 500 SC,15.524,LC50,0.586,0.585,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_ai_d,wos172_form_d,wos172_4,1,Allonais inaequalis,NA,UFSCar,Clitellata,Annelida,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,25,7.5,starved,NA,YES,NA,189.5,NO,Aqueous suspension concentrates,YES,NA,2018,NA
294,wos172,carbofuran,0.314,LC50,0.035,0.035,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Furadan 350 SC,0.253,LC50,0.021,0.021,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_ai_e,wos172_form_e,wos172_5,1,Dero furcatus,NA,UFSCar,Clitellata,Annelida,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,25,7.5,starved,NA,YES,NA,189.5,NO,Aqueous suspension concentrates,YES,NA,2018,NA
295,wos172,diuron,12.18,LC50,0.605,0.604,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Nortox® 500 SC,4.611,LC50,0.19,0.189,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_ai_f,wos172_form_f,wos172_6,1,Dero furcatus,NA,UFSCar,Clitellata,Annelida,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,25,7.5,starved,NA,YES,NA,189.5,NO,Aqueous suspension concentrates,YES,NA,2018,NA
296,wos278,"2,4-Dichlorophenoxyacetic acid",10.43010753,LC50,0.860215054,0.860215054,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.913978495,LC50,0.129032258,0.193548387,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
297,wos278,"2,4-Dichlorophenoxyacetic acid",10.23655914,LC50,0.967741935,0.731182796,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.892473118,LC50,0.107526882,0.215053763,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,48,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
298,wos278,"2,4-Dichlorophenoxyacetic acid",9.52688172,LC50,1.096774194,0.623655914,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.591397849,LC50,0.301075269,0.258064516,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,72,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
299,wos278,"2,4-Dichlorophenoxyacetic acid",9.096774194,LC50,0.817204301,0.666666667,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.505376344,LC50,0.258064516,0.215053763,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,96,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
300,wos278,"2,4-Dichlorophenoxyacetic acid",8.365591398,LC50,0.559139785,0.666666667,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.032258065,LC50,0.258064516,0.258064516,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,120,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,NA
301,wos278,"2,4-Dichlorophenoxyacetic acid",8.107526882,LC50,0.602150538,0.602150538,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.924731183,LC50,0.258064516,0.215053763,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,144,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,NA
302,wos278,"2,4-Dichlorophenoxyacetic acid",7.806451613,LC50,0.795698925,0.580645161,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.924731183,LC50,0.258064516,0.172043011,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_a,wos278_form_a,wos278_1,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,168,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,S.3 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,NA
303,wos278,"2,4-Dichlorophenoxyacetic acid",14.35877863,LC50,1.030534351,1.167938931,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,5.221374046,LC50,0.687022901,0.480916031,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_h,wos278_form_h,wos278_2,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.10 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,NA
304,wos278,"2,4-Dichlorophenoxyacetic acid",14.63358779,LC50,0.480916031,0.34351145,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,5.290076336,LC50,0.824427481,1.030534351,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_i,wos278_form_i,wos278_3,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.17 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,NA
305,wos278,"2,4-Dichlorophenoxyacetic acid",13.1221374,LC50,0.27480916,0.34351145,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.129770992,LC50,0.13740458,0.20610687,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_ai_j,wos278_form_j,wos278_4,1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,S.18 (embryonic stage),YES,NA,NA,NO,liquid formulation,YES,NA,2009,NA
